author_id,username,author_followers,author_tweets,text,created_at,retweets,likes,tweet_length
1563051981161127936,ActoCanobar,6,1285,"@PapiTrumpo Remember to rub out all the candidate names and write in Trump, it's legal and your vote will count.",2022-10-21T02:09:36.000Z,0,0,112
1565414388814725120,WelbornBeege,180,4619,OKAY. Not to worry. 🙄They were teaching Trump's illegality from the second he took office - who are YOU kidding? https://t.co/2pZ2AePsLI,2022-10-21T02:09:36.000Z,0,0,136
1365067976202936329,Vicki98518940,1,647,@GOPLeader Why didn't you secure the border when Trump was the so called president? It's not a one sided problem.,2022-10-21T02:09:35.000Z,0,0,113
1495472852094574597,Gig4Nathan,3101,27214,"Dear voters,
#SaveDemocracy, #SaveRights, #SaveFreedoms by helping #DemocratsWin. Inflation started with Trump and Republicans' $2 trillion tax cut for the ultra-rich, defunding IRS, bailing out mega-corporations, pandemic fraud, and mismanaging the economy and public safety.",2022-10-21T02:09:35.000Z,0,0,276
1578051217585995777,Navy_Brat123,263,1955,@SportsFanGirl22 Trump https://t.co/rtNjfFltqF,2022-10-21T02:09:35.000Z,0,0,46
1581058910131310593,EricJenson19,339,309,https://t.co/fa0sQenrKj,2022-10-21T02:09:35.000Z,0,0,23
1470114553010606081,AlKing72820522,819,16024,"Biden: ""We can only reelect Donald Trump."" https://t.co/OQ9h9HHitu via @YouTube 
Too funny.",2022-10-21T02:09:34.000Z,0,1,91
1242284755,EVH1978,1036,27450,https://t.co/PY6RexKeSS,2022-10-21T02:09:33.000Z,0,0,23
718265673017860096,Bolding1Steven,387,3687,"Oh no Trump was the best. 
Making fun of disabled people 
Grabbing on the pussy
Russian operatives
Covid cures of drinking bleach
Blackmailing Zelensky for dirt on Biden.
7.5 Trillion tax cuts for the wealthy 
Having the most criminal convictions of any Administration. https://t.co/7sFUGUWN3f",2022-10-21T02:09:33.000Z,0,0,293
1166381062248783874,forcemultstevea,833,116108,#Trump supporters use less cognitively complex language and more simplistic modes of thinking than Biden supporters https://t.co/zkFcTBSDSm No surprise Neurons in brain make enough electricity each day to run a light bulb (20 watts) but #Trump #GOP #QAnon #MAGA &lt; 1 watt https://t.co/JgbJBSVVbU,2022-10-21T02:09:33.000Z,0,0,297
887466216,CGuarente,310,14385,@AngelaBelcamino Not at all.  The country has gone to hell under Biden and people are struggling just to stay above water.  Trump did everything he said he would and helped all of the people.  It's just too bad so many snowflakes couldn't handle his mean tweets!,2022-10-21T02:09:33.000Z,0,0,262
31978783,immigration_biz,746,14101,"How sad and shameful the DOJ looks. No urgency whatsoever! They're just not sure if they will charge TFG. ""Investigators are reportedly still conflicted on whether it’s wise to  charge the ex-president, and any indictment is unlikely to come soon.""  https://t.co/8j9JAt0UDH",2022-10-21T02:09:32.000Z,0,0,273
888035569309294592,celt1957,230,17032,@american2084 Just get rid of tRump's appointees,2022-10-21T02:09:32.000Z,0,0,48
